dcid,sentence
NaturalSciences,Natural Sciences
ProcessingIndustry,Processing Industry
HouseholdActivities,Household Activities
ExtraterritorialOrganizationsAndBodies,Extraterritorial Organizations And Bodies
MOSPI_OtherService,MOSPI Other Service
ProvisionalNode,Provisional Node; Temporary placeholder node type to ensure graph consistency.
NotHighSchoolGraduateOrAlternative,Not High School Graduate Or Alternative
certificationStatus,certification Status
CertificationStatusEnum,Certification Status Enum
Certified,Certified
NotCertified,Not Certified
teachingExperienceLevel,teaching Experience Level
TeachingExperienceLevelEnum,Teaching Experience Level Enum
FirstYear,First Year
SecondYear,Second Year
SchoolCounselor,School Counselor
timePeriod,time Period
CurrentSchoolYear,Current School Year
PreviousSchoolYear,Previous School Year
absenteeismStatus,absenteeism Status
AbsenteeismStatusEnum,Absenteeism Status Enum
AbsentMoreThan10Days,Absent More Than 10 Days
SecurityGuard,Security Guard
SocialWorker,Social Worker
englishProficiency,english Proficiency
EnglishProficiencyEnum,English Proficiency Enum
LimitedEnglishProficiency,Limited English Proficiency
housingStatus,housing Status
educationProgram,education Program
EducationProgramEnum,Education Program Enum
Section504Plan,"Section 504 Plan; Section 504 is part of the Rehabilitation Act of 1973, a civil rights law."
DataSuppressed,Data Suppressed
RobberyWithWeapon,Robbery With Weapon
educationalInstitutionType,educational Institution Type
EducationalInstitutionTypeEnum,Educational Institution Type Enum
JuvenileJusticeFacility,Juvenile Justice Facility
firearmPossessionStatus,firearm Possession Status
FirearmPossessionStatusEnum,Firearm Possession Status Enum
FirearmNotPresent,Firearm Not Present
homicideOccurrence,homicide Occurrence
HomicideOccurrenceEnum,Homicide Occurrence Enum
HomicideNotOccurred,Homicide Not Occurred
HarassmentOrBullying,Harassment or Bullying
RobberyWithFirearmOrExplosive,Robbery With Firearm Or Explosive
RobberyWithoutWeapon,Robbery Without Weapon
AttemptedRobberyWithWeapon,Attempted Robbery With Weapon
AttemptedRobberyWithFirearmOrExplosive,Attempted Robbery With Firearm Or Explosive
AttemptedRobberyWithoutWeapon,Attempted Robbery Without Weapon
ThreatOfAttackWithWeapon,Threat Of Attack With Weapon
ThreatOfAttackWithFirearmOrExplosive,Threat Of Attack With Firearm Or Explosive
ThreatOfAttackWithoutWeapon,Threat Of Attack Without Weapon
PossessionOfFirearmOrExplosive,Possession Of Firearm Or Explosive
NotJuvenileJusticeFacility,Not Juvenile Justice Facility
FirearmPresent,Firearm Present
HomicideOccurred,Homicide Occurred
restraintOrSeclusionType,restraint Or Seclusion Type
RestraintOrSeclusionTypeEnum,Restraint Or Seclusion Type Enum
MechanicalRestraint,Mechanical Restraint
NonIDEA,Not Individuals with Disabilities Education Act (NON IDEA); Students not served under the Individuals with Disabilities Education Act
PhysicalRestraint,Physical Restraint
Seclusion,Seclusion
IDEA,Individuals with Disabilities Education Act (IDEA); Students served under the Individuals with Disabilities Education Act
familyPovertyStatus,family Poverty Status
FamilyPovertyStatusEnum,Family Poverty Status Enum
Poor,Poor
ScholasticAssessmentTest,Scholastic Assessment Test
AmericanCollegeTesting,American College Testing
JuvenileJusticeLongTermSecureFacility,Juvenile Justice Long Term Secure Facility
OtherJuvenileJusticeFacility,Other Juvenile Justice Facility
LimitedEnglishProficient,Limited English Proficiency
instructionMode,instruction Mode
remoteInstructionTime,remote Instruction Time
teacherInstructionMode,teacher Instruction Mode
studentAvailabilityMode,student Availability Mode
remoteInstructionPercent,remote Instruction Percent
assessmentScoreLevel,assessment Score Level
studentStatus,student Status
originBackgroundType,origin Background Type
LanguageSpokenAtHomeEnum,Language Spoken At Home Enum
OriginBackgroundTypeEnum,Origin Background Type Enum
ForeignOrigin,Foreign Origin
ForeignBackground,Foreign Background
FIN_OtherLanguages,Other Languages in Finland
Finnish,Finnish
Sami,Sami
Swedish,Swedish
BornOutsideAreaOfResidence,Born Outside Area Of Residence
BornInAreaOfResidence,Born In Area Of Residence
FIN_OtherReligiousGroup,Other Religious Group in Finland
NoReligiousAffiliation,No Religious Affiliation
AreaOfBirth,Area Of Birth
InnerUrban,Inner urban area; A compact and densely built area with continuous development.
LocalCentreRural,Local centres in rural areas; Population centres located outside urban areas.
OuterUrban,Outer urban area; A dense urban area extending from the boundary of the inner urban area to the outer edge of the continuous built area.
PeriUrban,"Peri-urban area; A part of the intermediate zone between urban and rural, which is directly linked to an urban area."
RuralCloseToUrban,Rural areas close to urban areas; Areas with a rural character that are functionally connected and close to urban areas.
RuralHeartland,"Rural heartland areas; Rural areas with intensive land use, with a relatively dense population and a diverse economic structure at the local level."
SparseRural,Sparsely populated rural areas; Sparsely populated areas with dispersed small settlements that are located at a distance from each other.
SolarInstallation,Solar Installation; Electricity producing photovoltaic installation
SolarThermalInstallation,Solar Thermal Installation; Solar thermal panels where solar energy produces high temperature heat used either directly for heating or to produce electricity
coverageArea,coverage Area
GeologicalEvent,Geological Event; Events that occur due to a change of the earth either on or below its surface.
EarthquakeEvent,Earthquake Event; Occurrence of an earthquake event.
occurrenceTime,"occurrence Time; Time of occurrence of an earthquake event, in ISO 8601 format."
affectedPlace,affected Place; A place like a country or a state affected by a natural disaster.
magnitude,"magnitude; Magnitude of some phenomenom, like an earthquake or a gust of wind. The associated scale is magnitude Type."
magnitudeType,magnitude Type; Magnitude of an earthquake. The associated scale is magnitude Type.
magnitudeError,"magnitude Error; Uncertainty of reported magnitude of an earthquake event. Takes values [0, 100]."
depth,depth; Depth measurement of a natural event.
depthError,depth Error; Uncertainty of reported depth of a natural event.
reviewStatus,review Status; Review status of a natural event.
EventReviewStatusEnum,"Event Review Status Enum; Review status of an occurrence of an event like earthquake. Indicates whether the event was automatically generated, was verified or altered by a human, or was deleted."
ReviewedEvent,Reviewed Event; The event was reviewed by a human.
UnreviewedAutomatedEvent,Unreviewed Automated Event; The event was automatically processed and was not reviewed by a human.
DeletedEvent,Deleted Event; Deleted event.
EarthquakeMagnitudeTypeEnum,Earthquake Magnitude Type Enum; Type of method or algorithm used to calculate an earthquake's magnitude.
MagnitudeMfa,Mfa (Felt area)
MagnitudeM,M (Generic Magnitude)
MagnitudeMa,Ma
MagnitudeMb,Mb (Short-period body wave)
MagnitudeMc,Mc (Coda magnitude scale)
MagnitudeMd,Md (Duration based)
MagnitudeMh,Mh (Non-standard method)
